Crop,Area,Production,Yield
Sugarcane,0.7,1.5,2142.86
Sugarcane,0.8,2.9,3625.0
Sugarcane,0.7,2.9,4142.86
Sugarcane,1.6,6.8,4250.0
Sugarcane,1.1,3.9,3545.45
Sugarcane,0.8,2.9,3625.0
Sugarcane,0.9,3.5,3888.89
Sugarcane,0.9,2.5,2777.78
Sugarcane,1.0,5.4,5400.0
Sugarcane,1.0,5.7,5700.0
Sugarcane,1.3,4.3,3307.69
Sugarcane,1.98,7.47,3772.73
Sugarcane,2.67,12.91,4835.21
Sugarcane,1.53,4.25,2777.78
Sugarcane,0.93,3.43,3688.17
Sugarcane,1.08,2.59,2398.15
Sugarcane,1.28,7.23,5648.44
Sugarcane,1.3,4.59,3530.77
Sugarcane,0.94,6.43,6840.43
Sugarcane,0.97,4.84,4989.69
Sugarcane,1.14,4.74,4157.89
Sugarcane,1.01,2.91,2881.19
Sugarcane,0.54,2.88,5333.33
Sugarcane,0.45,2.29,5088.89
Sugarcane,0.35,2.11,6028.57
Sugarcane,0.23,1.04,4521.74
Sugarcane,0.25,1.33,5320.0
Sugarcane,0.29,1.63,5620.69
Sugarcane,0.35,1.95,5571.43
Sugarcane,0.23,0.87,3714.1
Sugarcane,0.14,0.66,4581.3
Sugarcane,0.13,0.71,5460.77
Sugarcane,0.15,0.68,4510.67
Sugarcane,0.13,0.61,4666.15
Sugarcane,0.1,0.57,5666.0
Sugarcane,0.09,0.52,5740.0
Sugarcane,0.07,0.38,5508.99
Sugarcane,0.05,0.26,5075.36
Sugarcane,0.03,0.21,6155.88
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,10.0,31.7,3170.0
Sugarcane,4.2,3.9,928.57
Sugarcane,0.9,2.8,3111.11
Sugarcane,1.2,3.6,3000.0
Sugarcane,1.4,4.9,3500.0
Sugarcane,1.3,4.9,3769.23
Sugarcane,1.3,3.1,2384.62
Sugarcane,1.2,5.6,4666.67
Sugarcane,2.1,5.2,2476.19
Sugarcane,1.1,11.0,10000.0
Sugarcane,0.3,0.9,3000.0
Sugarcane,0.2,0.4,2000.0
Sugarcane,0.14,0.78,5571.43
Sugarcane,0.2,0.95,4750.0
Sugarcane,0.21,1.56,7428.57
Sugarcane,0.43,2.09,4860.47
Sugarcane,0.79,3.53,4468.35
Sugarcane,1.29,6.48,5023.26
Sugarcane,1.23,5.98,4861.79
Sugarcane,0.81,5.19,6407.41
Sugarcane,0.73,3.08,4219.18
Sugarcane,0.7,3.26,4657.14
Sugarcane,0.47,3.32,7063.83
Sugarcane,0.27,1.06,3925.93
Sugarcane,0.2,0.65,3250.0
Sugarcane,0.12,0.62,5166.67
Sugarcane,0.11,0.62,5636.36
Sugarcane,0.15,1.22,8133.33
Sugarcane,0.29,1.53,5275.86
Sugarcane,0.22,0.98,4454.55
Sugarcane,0.08,0.41,5125.0
Sugarcane,0.03,0.17,5666.67
Sugarcane,0.11,0.74,6727.27
Sugarcane,0.29,4.36,15034.48
Sugarcane,0.34,2.99,8794.12
Sugarcane,0.16,1.29,8062.5
Sugarcane,0.06,0.43,7166.67
Sugarcane,0.04,0.35,9281.58
Sugarcane,0.02,0.13,6355.0
Sugarcane,0.02,0.09,5487.5
Sugarcane,3.2,11.7,3656.25
Sugarcane,1.8,6.2,3444.44
Sugarcane,1.6,6.2,3875.0
Sugarcane,1.4,4.7,3357.14
Sugarcane,1.2,6.2,5166.67
Sugarcane,1.4,6.9,4928.57
Sugarcane,1.3,4.1,3153.85
Sugarcane,0.9,2.1,2333.33
Sugarcane,0.8,2.3,2875.0
Sugarcane,0.9,2.3,2555.56
Sugarcane,0.6,1.0,1666.67
Sugarcane,0.5,1.6,3200.0
Sugarcane,0.91,3.14,3450.55
Sugarcane,1.43,5.92,4139.86
Sugarcane,1.19,6.38,5361.34
Sugarcane,0.7,2.4,3428.57
Sugarcane,0.48,2.51,5229.17
Sugarcane,0.76,4.04,5315.79
Sugarcane,0.66,2.47,3742.42
Sugarcane,0.59,1.95,3305.08
Sugarcane,0.55,2.07,3763.64
Sugarcane,0.27,0.73,2703.7
Sugarcane,0.13,0.31,2384.62
Sugarcane,0.08,0.29,3625.0
Sugarcane,0.07,0.29,4142.86
Sugarcane,0.04,0.13,3250.0
Sugarcane,0.03,0.09,3000.0
Sugarcane,0.14,1.05,7500.0
Sugarcane,0.2,1.38,6900.0
Sugarcane,0.33,1.78,5393.94
Sugarcane,0.17,0.96,5647.06
Sugarcane,0.08,0.71,8875.0
Sugarcane,0.03,0.14,4666.67
Sugarcane,0.04,0.27,6750.0
Sugarcane,0.05,0.4,8000.0
Sugarcane,0.05,0.65,13000.0
Sugarcane,0.06,0.67,11166.67
Sugarcane,0.07,0.49,6922.53
Sugarcane,0.03,0.17,5921.43
Sugarcane,0.04,0.29,7325.64
Sugarcane,0.1,0.4,4000.0
Sugarcane,0.1,0.3,3000.0
Sugarcane,0.1,0.3,3000.0
Sugarcane,0.1,0.5,5000.0
Sugarcane,0.2,0.8,4000.0
Sugarcane,0.3,1.2,4000.0
Sugarcane,0.2,1.0,5000.0
Sugarcane,0.2,0.6,3000.0
Sugarcane,0.1,0.6,6000.0
Sugarcane,0.1,0.4,4000.0
Sugarcane,0.0,0.2,0.0
Sugarcane,0.0,0.2,0.0
Sugarcane,0.07,0.38,5428.57
Sugarcane,0.07,0.31,4428.57
Sugarcane,0.06,0.28,4666.67
Sugarcane,0.05,0.27,5400.0
Sugarcane,0.05,0.21,4200.0
Sugarcane,0.05,0.27,5400.0
Sugarcane,0.06,0.31,5166.67
Sugarcane,0.05,0.27,5400.0
Sugarcane,0.04,0.2,5000.0
Sugarcane,0.04,0.17,4250.0
Sugarcane,0.04,0.15,3750.0
Sugarcane,0.01,0.04,4000.0
Sugarcane,0.01,0.05,5000.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.02,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.01,0.04,4000.0
Sugarcane,0.0,0.02,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.01,0.04,4000.0
Sugarcane,0.0,0.02,0.0
Sugarcane,0.0,0.02,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,7150.0
Sugarcane,0.0,0.03,7025.0
Sugarcane,13.0,43.7,3361.54
Sugarcane,7.4,32.7,4418.92
Sugarcane,8.8,35.7,4056.82
Sugarcane,10.9,41.5,3807.34
Sugarcane,10.4,36.9,3548.08
Sugarcane,9.0,36.9,4100.0
Sugarcane,8.2,34.0,4146.34
Sugarcane,8.3,34.9,4204.82
Sugarcane,10.0,52.7,5270.0
Sugarcane,9.9,36.0,3636.36
Sugarcane,6.5,22.2,3415.38
Sugarcane,5.8,28.7,4948.28
Sugarcane,7.79,43.61,5598.2
Sugarcane,10.49,43.81,4176.36
Sugarcane,8.01,39.76,4963.79
Sugarcane,7.22,35.6,4930.75
Sugarcane,8.56,39.74,4642.52
Sugarcane,10.69,51.3,4798.88
Sugarcane,11.15,49.21,4413.45
Sugarcane,8.9,38.82,4361.8
Sugarcane,8.45,32.85,3887.57
Sugarcane,6.5,23.93,3681.54
Sugarcane,5.25,22.38,4262.86
Sugarcane,4.06,17.73,4367.0
Sugarcane,4.45,21.37,4802.25
Sugarcane,1.47,4.86,3306.12
Sugarcane,1.63,8.52,5226.99
Sugarcane,3.25,17.84,5489.23
Sugarcane,4.4,22.1,5022.73
Sugarcane,3.67,20.02,5455.04
Sugarcane,1.78,8.11,4556.18
Sugarcane,1.36,5.48,4029.41
Sugarcane,0.79,4.04,5113.92
Sugarcane,0.99,5.18,5232.32
Sugarcane,1.26,7.42,5888.89
Sugarcane,1.28,7.0,5468.75
Sugarcane,1.19,6.49,5453.78
Sugarcane,1.2,11.03,9190.83
Sugarcane,1.01,8.61,8494.67
Sugarcane,0.76,6.01,7853.07
Sugarcane,4.7,19.0,4042.55
Sugarcane,3.0,10.7,3566.67
Sugarcane,3.0,12.0,4000.0
Sugarcane,4.1,14.0,3414.63
Sugarcane,3.9,11.6,2974.36
Sugarcane,3.1,12.0,3870.97
Sugarcane,2.5,11.8,4720.0
Sugarcane,2.3,10.0,4347.83
Sugarcane,2.7,11.0,4074.07
Sugarcane,2.7,11.2,4148.15
Sugarcane,1.6,9.3,5812.5
Sugarcane,1.3,7.2,5538.46
Sugarcane,2.34,13.71,5858.97
Sugarcane,4.46,24.01,5383.41
Sugarcane,3.91,22.03,5634.27
Sugarcane,2.95,19.1,6474.58
Sugarcane,2.49,15.98,6417.67
Sugarcane,3.14,15.6,4968.15
Sugarcane,2.48,11.97,4826.61
Sugarcane,2.58,14.55,5639.54
Sugarcane,2.27,13.18,5806.17
Sugarcane,1.61,8.39,5211.18
Sugarcane,1.03,5.73,5563.11
Sugarcane,0.66,3.1,4696.97
Sugarcane,0.86,4.37,5081.4
Sugarcane,0.79,4.48,5670.89
Sugarcane,0.76,4.56,6000.0
Sugarcane,1.18,9.24,7830.51
Sugarcane,1.38,7.85,5688.41
Sugarcane,1.2,4.31,3591.67
Sugarcane,0.88,4.39,4966.04
Sugarcane,0.99,5.43,5463.1
Sugarcane,1.09,7.98,7321.01
Sugarcane,1.16,8.88,7652.24
Sugarcane,1.04,9.12,8765.96
Sugarcane,1.03,10.89,10569.51
Sugarcane,1.37,12.19,8895.33
Sugarcane,1.46,11.79,8087.97
Sugarcane,1.45,10.98,7566.68
Sugarcane,1.77,12.86,7247.61
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,1.0,3.7,3700.0
Sugarcane,0.6,2.0,3333.33
Sugarcane,0.6,2.4,4000.0
Sugarcane,0.9,3.3,3666.67
Sugarcane,1.1,4.0,3636.36
Sugarcane,0.9,3.8,4222.22
Sugarcane,0.9,4.1,4555.56
Sugarcane,0.9,1.7,1888.89
Sugarcane,0.7,1.8,2571.43
Sugarcane,0.7,3.1,4428.57
Sugarcane,0.7,3.8,5428.57
Sugarcane,0.8,3.7,4625.0
Sugarcane,0.98,3.69,3765.31
Sugarcane,1.21,5.83,4818.18
Sugarcane,0.81,3.0,3703.7
Sugarcane,0.68,3.05,4485.29
Sugarcane,0.76,1.89,2486.84
Sugarcane,0.83,4.2,5060.24
Sugarcane,0.59,2.73,4627.12
Sugarcane,0.53,2.25,4245.28
Sugarcane,0.58,2.15,3706.9
Sugarcane,0.55,2.01,3654.55
Sugarcane,0.31,0.66,2129.03
Sugarcane,0.18,1.08,6000.0
Sugarcane,0.15,0.58,3866.67
Sugarcane,0.11,0.44,4000.0
Sugarcane,0.11,0.73,6636.36
Sugarcane,0.18,1.52,8444.44
Sugarcane,0.19,1.01,5315.79
Sugarcane,0.19,1.64,8631.58
Sugarcane,0.12,0.5,4166.67
Sugarcane,0.07,0.25,3571.43
Sugarcane,0.08,0.96,12000.0
Sugarcane,0.06,0.23,3833.33
Sugarcane,0.05,0.55,11000.0
Sugarcane,0.05,0.38,7600.0
Sugarcane,0.04,0.3,7500.0
Sugarcane,0.02,0.12,5200.0
Sugarcane,0.02,0.09,5312.5
Sugarcane,0.01,0.05,5811.11
Sugarcane,5.8,25.6,4413.79
Sugarcane,3.8,16.4,4315.79
Sugarcane,3.4,10.4,3058.82
Sugarcane,4.8,19.4,4041.67
Sugarcane,5.4,24.3,4500.0
Sugarcane,6.0,36.6,6100.0
Sugarcane,5.8,32.1,5534.48
Sugarcane,4.0,12.9,3225.0
Sugarcane,3.7,18.3,4945.95
Sugarcane,3.4,12.4,3647.06
Sugarcane,1.9,6.6,3473.68
Sugarcane,1.9,9.2,4842.11
Sugarcane,3.17,17.84,5627.76
Sugarcane,3.09,11.72,3792.88
Sugarcane,1.86,6.25,3360.22
Sugarcane,1.67,8.87,5311.38
Sugarcane,2.2,9.38,4263.64
Sugarcane,2.65,12.76,4815.09
Sugarcane,2.63,14.56,5536.12
Sugarcane,2.64,14.81,5609.85
Sugarcane,3.79,23.97,6324.54
Sugarcane,4.56,20.6,4517.54
Sugarcane,2.9,11.68,4027.59
Sugarcane,1.9,10.36,5452.63
Sugarcane,2.75,8.78,3192.73
Sugarcane,2.17,14.55,6705.07
Sugarcane,2.12,7.97,3759.43
Sugarcane,1.87,10.92,5839.57
Sugarcane,2.66,16.74,6293.23
Sugarcane,2.7,16.04,5940.74
Sugarcane,1.85,14.65,7918.92
Sugarcane,2.34,16.07,6867.52
Sugarcane,2.52,17.37,6892.86
Sugarcane,2.8,19.38,6921.43
Sugarcane,1.92,14.2,7395.83
Sugarcane,1.55,9.06,5845.16
Sugarcane,1.76,13.68,7772.73
Sugarcane,2.36,21.58,9142.46
Sugarcane,3.53,24.26,6874.04
Sugarcane,2.11,14.43,6837.9
Sugarcane,0.9,3.2,3555.56
Sugarcane,0.6,2.1,3500.0
Sugarcane,0.4,1.6,4000.0
Sugarcane,0.4,1.6,4000.0
Sugarcane,0.4,1.6,4000.0
Sugarcane,0.4,1.5,3750.0
Sugarcane,0.3,1.4,4666.67
Sugarcane,0.3,1.7,5666.67
Sugarcane,0.3,1.4,4666.67
Sugarcane,0.3,0.0,0.0
Sugarcane,0.2,0.4,2000.0
Sugarcane,0.2,0.6,3000.0
Sugarcane,0.19,1.0,5263.16
Sugarcane,0.16,0.43,2687.5
Sugarcane,0.11,0.4,3636.36
Sugarcane,0.16,0.78,4875.0
Sugarcane,0.21,0.95,4523.81
Sugarcane,0.25,1.27,5080.0
Sugarcane,0.36,1.72,4777.78
Sugarcane,0.38,1.84,4842.11
Sugarcane,0.34,1.6,4705.88
Sugarcane,0.22,0.86,3909.09
Sugarcane,0.15,0.6,4000.0
Sugarcane,0.11,0.53,4818.18
Sugarcane,0.05,0.25,5000.0
Sugarcane,0.05,0.33,6600.0
Sugarcane,0.03,0.18,6000.0
Sugarcane,0.01,0.1,10000.0
Sugarcane,0.02,0.12,6000.0
Sugarcane,0.02,0.14,7000.0
Sugarcane,0.02,0.13,6500.0
Sugarcane,0.03,0.19,6333.33
Sugarcane,0.04,0.26,6500.0
Sugarcane,0.05,0.39,7800.0
Sugarcane,0.04,0.34,8500.0
Sugarcane,0.03,0.24,8000.0
Sugarcane,0.03,0.4,13333.33
Sugarcane,0.04,0.35,8650.0
Sugarcane,0.03,0.19,7126.92
Sugarcane,0.04,0.26,7035.14
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.01,0.02,2000.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,1.5,7.1,4733.33
Sugarcane,1.0,3.4,3400.0
Sugarcane,0.8,3.3,4125.0
Sugarcane,1.0,4.5,4500.0
Sugarcane,1.2,4.3,3583.33
Sugarcane,1.2,4.3,3583.33
Sugarcane,1.0,4.4,4400.0
Sugarcane,0.8,3.4,4250.0
Sugarcane,1.0,4.3,4300.0
Sugarcane,1.0,3.7,3700.0
Sugarcane,0.7,7.1,10142.86
Sugarcane,0.5,1.6,3200.0
Sugarcane,0.45,3.22,7155.56
Sugarcane,0.59,2.73,4627.12
Sugarcane,0.51,3.2,6274.51
Sugarcane,0.27,1.46,5407.41
Sugarcane,0.24,1.14,4750.0
Sugarcane,0.25,2.21,8840.0
Sugarcane,0.22,1.36,6181.82
Sugarcane,0.14,0.89,6357.14
Sugarcane,0.13,0.63,4846.15
Sugarcane,0.09,0.37,4111.11
Sugarcane,0.06,0.25,4166.67
Sugarcane,0.05,0.22,4400.0
Sugarcane,0.04,0.16,4000.0
Sugarcane,0.01,0.07,7000.0
Sugarcane,0.01,0.06,6000.0
Sugarcane,0.02,0.14,7000.0
Sugarcane,0.03,0.18,6000.0
Sugarcane,0.03,0.14,4666.67
Sugarcane,0.03,0.18,6000.0
Sugarcane,0.02,0.09,4500.0
Sugarcane,0.02,0.13,6500.0
Sugarcane,0.01,0.1,10000.0
Sugarcane,0.02,0.11,5500.0
Sugarcane,0.01,0.09,9000.0
Sugarcane,0.02,0.13,6500.0
Sugarcane,0.02,0.16,8650.0
Sugarcane,0.02,0.15,7128.57
Sugarcane,0.01,0.07,7040.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.02,0.0
Sugarcane,0.0,0.02,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,8600.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.03,8666.67
Sugarcane,0.0,0.01,7100.0
Sugarcane,0.0,0.0,0.0
Sugarcane,1.2,3.3,2750.0
Sugarcane,0.7,2.9,4142.86
Sugarcane,0.7,3.5,5000.0
Sugarcane,0.9,3.7,4111.11
Sugarcane,1.1,4.0,3636.36
Sugarcane,0.9,3.6,4000.0
Sugarcane,0.7,2.9,4142.86
Sugarcane,0.6,2.3,3833.33
Sugarcane,0.7,3.3,4714.29
Sugarcane,0.7,2.6,3714.29
Sugarcane,0.5,4.8,9600.0
Sugarcane,0.4,1.6,4000.0
Sugarcane,0.44,2.32,5272.73
Sugarcane,0.52,1.9,3653.85
Sugarcane,0.42,1.37,3261.9
Sugarcane,0.3,1.4,4666.67
Sugarcane,0.35,1.97,5628.57
Sugarcane,0.4,2.24,5600.0
Sugarcane,0.35,2.31,6600.0
Sugarcane,0.43,2.61,6069.77
Sugarcane,0.24,1.28,5333.33
Sugarcane,0.15,0.82,5466.67
Sugarcane,0.15,0.68,4533.33
Sugarcane,0.12,0.5,4166.67
Sugarcane,0.07,0.33,4714.29
Sugarcane,0.02,0.11,5500.0
Sugarcane,0.03,0.1,3333.33
Sugarcane,0.05,0.25,5000.0
Sugarcane,0.09,0.52,5777.78
Sugarcane,0.08,0.44,5500.0
Sugarcane,0.04,0.27,6750.0
Sugarcane,0.02,0.11,5500.0
Sugarcane,0.05,0.27,5400.0
Sugarcane,0.04,0.28,7000.0
Sugarcane,0.06,0.39,6500.0
Sugarcane,0.04,0.24,6000.0
Sugarcane,0.05,0.38,7600.0
Sugarcane,0.03,0.22,8650.0
Sugarcane,0.02,0.11,7133.33
Sugarcane,0.01,0.06,7044.44
Sugarcane,0.2,0.1,500.0
Sugarcane,0.2,0.1,500.0
Sugarcane,0.1,0.1,1000.0
Sugarcane,0.1,0.4,4000.0
Sugarcane,0.1,0.5,5000.0
Sugarcane,0.1,0.4,4000.0
Sugarcane,0.0,0.2,0.0
Sugarcane,0.0,0.1,0.0
Sugarcane,0.0,0.1,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.0,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.01,0.0
Sugarcane,0.0,0.01,0.0
